,file_name,sentiment_score,interpretation
845,320335_1993.txt,1,positive
772,320321_1993.txt,-1,negative
119,31986_1993.txt,-1,negative
840,319735_1993.txt,-1,negative
74,318819_1993.txt,-1,negative
643,318300_1993.txt,-1,negative
47,317833_1993.txt,-1,negative
489,316901_1993.txt,0,neutral
347,316709_1993.txt,-1,negative
982,31617_1993.txt,-1,negative
736,316004_1993.txt,1,positive
530,315858_1993.txt,-1,negative
723,315641_1993.txt,-1,negative
461,3153_1993.txt,-1,negative
564,315213_1993.txt,0,neutral
204,315189_1993.txt,-1,negative
1059,314890_1993.txt,-1,negative
406,314733_1993.txt,-1,negative
761,314485_1993.txt,0,neutral
921,314459_1993.txt,-1,negative
887,313857_1993.txt,-1,negative
518,313749_1993.txt,-1,negative
331,313616_1993.txt,-1,negative
350,313478_1993.txt,-1,negative
233,3133_1993.txt,-1,negative
738,313309_1993.txt,0,neutral
60,313058_1993.txt,1,positive
333,31277_1993.txt,-1,negative
158,312667_1993.txt,-1,negative
468,312367_1993.txt,-1,negative
203,31235_1993.txt,-1,negative
425,31224_1993.txt,-1,negative
394,311871_1993.txt,1,positive
683,311359_1993.txt,0,neutral
581,311259_1993.txt,-1,negative
1030,311100_1993.txt,-1,negative
410,311094_1993.txt,0,neutral
955,310979_1993.txt,-1,negative
319,310826_1993.txt,-1,negative
832,310823_1993.txt,-1,negative
851,310764_1993.txt,-1,negative
638,310569_1993.txt,-1,negative
39,310433_1993.txt,-1,negative
771,310431_1993.txt,-1,negative
278,310183_1993.txt,-1,negative
634,310158_1993.txt,-1,negative
232,30927_1993.txt,-1,negative
1051,30819_1993.txt,-1,negative
852,30770_1993.txt,0,neutral
789,30573_1993.txt,-1,negative
575,30554_1993.txt,-1,negative
46,30547_1993.txt,0,neutral
442,30419_1993.txt,-1,negative
930,30163_1993.txt,-1,negative
765,30099_1993.txt,1,positive
386,29989_1993.txt,1,positive
726,29924_1993.txt,1,positive
799,29917_1993.txt,0,neutral
148,29854_1993.txt,-1,negative
108,29082_1993.txt,0,neutral
5,28729_1993.txt,1,positive
369,28412_1993.txt,-1,negative
397,28209_1993.txt,-1,negative
127,27996_1993.txt,-1,negative
113,27984_1993.txt,-1,negative
716,278041_1993.txt,-1,negative
245,277821_1993.txt,-1,negative
52,277577_1993.txt,0,neutral
867,277509_1993.txt,-1,negative
550,277158_1993.txt,1,positive
632,277135_1993.txt,-1,negative
500,276999_1993.txt,1,positive
481,276641_1993.txt,1,positive
544,276478_1993.txt,1,positive
578,276283_1993.txt,0,neutral
258,276235_1993.txt,-1,negative
786,276189_1993.txt,-1,negative
337,276104_1993.txt,1,positive
538,275177_1993.txt,0,neutral
44,27430_1993.txt,-1,negative
211,27409_1993.txt,-1,negative
676,26780_1993.txt,-1,negative
648,2648_1993.txt,-1,negative
294,26172_1993.txt,1,positive
841,26093_1993.txt,-1,negative
289,26058_1993.txt,-1,negative
762,25890_1993.txt,1,positive
479,25885_1993.txt,0,neutral
110,25757_1993.txt,-1,negative
668,25600_1993.txt,1,positive
842,25598_1993.txt,1,positive
77,25506_1993.txt,-1,negative
850,25445_1993.txt,-1,negative
241,25350_1993.txt,-1,negative
114,25232_1993.txt,-1,negative
264,2488_1993.txt,-1,negative
130,24545_1993.txt,0,neutral
452,24454_1993.txt,-1,negative
573,24011_1993.txt,-1,negative
705,23910_1993.txt,-1,negative
687,23752_1993.txt,-1,negative
878,23632_1993.txt,-1,negative
249,23533_1993.txt,0,neutral
292,23426_1993.txt,-1,negative
969,230602_1993.txt,1,positive
655,230463_1993.txt,-1,negative
827,22767_1993.txt,-1,negative
34,22764_1993.txt,-1,negative
62,22620_1993.txt,-1,negative
472,22606_1993.txt,-1,negative
974,225971_1993.txt,-1,negative
686,225463_1993.txt,-1,negative
924,225300_1993.txt,-1,negative
484,22470_1993.txt,0,neutral
309,22198_1993.txt,-1,negative
89,22099_1993.txt,-1,negative
551,217416_1993.txt,-1,negative
273,217028_1993.txt,0,neutral
658,21665_1993.txt,1,positive
499,216539_1993.txt,-1,negative
645,216228_1993.txt,1,positive
202,215419_1993.txt,1,positive
220,21344_1993.txt,-1,negative
297,21271_1993.txt,0,neutral
1014,21267_1993.txt,-1,negative
595,20947_1993.txt,-1,negative
36,20740_1993.txt,-1,negative
529,205402_1993.txt,-1,negative
116,20405_1993.txt,-1,negative
660,20388_1993.txt,1,positive
270,203077_1993.txt,-1,negative
875,20286_1993.txt,-1,negative
78,202584_1993.txt,-1,negative
797,2024_1993.txt,1,positive
91,20164_1993.txt,0,neutral
637,201461_1993.txt,-1,negative
698,200245_1993.txt,-1,negative
407,200138_1993.txt,-1,negative
938,19725_1993.txt,1,positive
901,19724_1993.txt,1,positive
869,19722_1993.txt,1,positive
908,19719_1993.txt,0,neutral
80,19617_1993.txt,-1,negative
977,19584_1993.txt,-1,negative
237,19150_1993.txt,-1,negative
68,18926_1993.txt,1,positive
866,18808_1993.txt,-1,negative
244,18792_1993.txt,1,positive
495,18672_1993.txt,-1,negative
994,18654_1993.txt,-1,negative
218,18651_1993.txt,0,neutral
545,18647_1993.txt,-1,negative
122,18568_1993.txt,1,positive
583,18540_1993.txt,-1,negative
764,18497_1993.txt,-1,negative
53,18366_1993.txt,-1,negative
939,18230_1993.txt,-1,negative
291,18072_1993.txt,1,positive
933,1800_1993.txt,-1,negative
1008,17797_1993.txt,0,neutral
604,17206_1993.txt,-1,negative
408,17109_1993.txt,-1,negative
730,16906_1993.txt,-1,negative
170,16573_1993.txt,-1,negative
475,16422_1993.txt,-1,negative
966,15840_1993.txt,-1,negative
980,15615_1993.txt,0,neutral
588,15511_1993.txt,0,neutral
703,15393_1993.txt,0,neutral
510,14957_1993.txt,1,positive
70,14407_1993.txt,0,neutral
330,14272_1993.txt,1,positive
405,13610_1993.txt,-1,negative
286,13372_1993.txt,1,positive
1040,13239_1993.txt,-1,negative
960,12927_1993.txt,-1,negative
192,12400_1993.txt,-1,negative
329,12355_1993.txt,-1,negative
907,11884_1993.txt,-1,negative
288,11860_1993.txt,-1,negative
423,11199_1993.txt,-1,negative
274,11107_1993.txt,1,positive
599,110430_1993.txt,-1,negative
1025,109758_1993.txt,-1,negative
779,109694_1993.txt,-1,negative
741,109380_1993.txt,0,neutral
494,109265_1993.txt,0,neutral
791,109261_1993.txt,-1,negative
354,108721_1993.txt,-1,negative
205,108601_1993.txt,-1,negative
261,107889_1993.txt,-1,negative
256,107844_1993.txt,0,neutral
268,107833_1993.txt,0,neutral
759,107832_1993.txt,-1,negative
133,107830_1993.txt,-1,negative
868,107815_1993.txt,-1,negative
38,1077143_1993.txt,-1,negative
198,1077141_1993.txt,-1,negative
280,107189_1993.txt,0,neutral
909,106752_1993.txt,1,positive
823,106455_1993.txt,-1,negative
171,106413_1993.txt,-1,negative
810,106170_1993.txt,-1,negative
628,106135_1993.txt,1,positive
431,105839_1993.txt,-1,negative
910,105729_1993.txt,-1,negative
688,105418_1993.txt,-1,negative
238,105006_1993.txt,0,neutral
366,10497_1993.txt,-1,negative
390,104938_1993.txt,-1,negative
501,104918_1993.txt,-1,negative
636,104669_1993.txt,-1,negative
522,10456_1993.txt,-1,negative
548,10427_1993.txt,-1,negative
876,103973_1993.txt,-1,negative
184,103730_1993.txt,0,neutral
987,103392_1993.txt,-1,negative
711,102379_1993.txt,0,neutral
629,101841_1993.txt,1,positive
836,101839_1993.txt,0,neutral
221,101830_1993.txt,-1,negative
972,101829_1993.txt,-1,negative
188,101778_1993.txt,-1,negative
556,101640_1993.txt,1,positive
1011,101382_1993.txt,-1,negative
999,101320_1993.txt,-1,negative
954,101063_1993.txt,-1,negative
737,101001_1993.txt,-1,negative
622,100923_1993.txt,0,neutral
362,100893_1993.txt,-1,negative
31,100885_1993.txt,-1,negative
624,100880_1993.txt,0,neutral
709,100858_1993.txt,1,positive
61,100826_1993.txt,-1,negative
667,100783_1993.txt,-1,negative
788,100240_1993.txt,-1,negative
